,matriculas,area_imov_vn,area_imov_an,app_vn,app_an,rl_vn,rl_an,UF
0,GO-5211909-43,0.24477274459490359,0.7552272554050964,0.8962640551323903,0.10373594486760972,0.8405608557386529,0.15943914426134723,GO
1,GO-5211909-F1,0.25082338152105593,0.7491766184789441,0.8830555555555555,0.11694444444444445,0.8506365097021382,0.14936349029786183,GO
2,GO-5216403-70,0.09306997524991162,0.9069300247500884,0.6451185392431159,0.35488146075688415,0.0,0.0,GO
3,MT-5106174-30,0.10058091776152366,0.8994190822384763,0.681947899897556,0.31805210010244406,0.19949563149532282,0.8005043685046771,MT
4,GO-5220504-7B,0.6305654360358149,0.36943456396418495,0.13391072618254496,0.866089273817455,0.0,0.0,GO
5,GO-5220504-33,0.368918918918919,0.6310810810810811,0.9542253521126761,0.045774647887323945,0.30193596425912134,0.6980640357408786,GO
